% 1. Title: Fire Detection 
% 2. Relevant Information:
%
%	 This data is about texture and distribution of colors in images from 
%	 fire in coniferous forest taken in day.
%
%      This data set includes WRITE-NUMBER!!! instances of the class "fire" 
%      and WRITE-NUMBER!!! instances of "nofire" class, and WRITE-NUMBER!!! instances of "smoke" class 
%      The instances are described by 12 attributes.
%  
% 
% 3. Number of Instances: WRITE NUMBER!!!!!!!
% 
% 4. Number of Attributes: 11  + the class attribute
% 
% 5. For Each Attribute:
%   1. Average value of red color (numeric)
%   2. Average value of green color (numeric)
%   3. Average value of blue color (numeric)
%   4. Standard Deviation value of red color (numeric)
%   5. Standard Deviation value of green color (numeric)
%   6. Standard Deviation value of blue color (numeric)
%   7. Energy value of the picture converted to gray-scale (numeric)
%   8. Homogeneity value of the picture converted to gray-scale (numeric)
%   9. Contrast value of the picture converted to gray-scale (numeric)
%   10. Dissimilarity value of the picture converted to gray-scale (numeric)
%   11. Correlation value of the picture converted to gray-scale (numeric)
%   12. Class variable (fire, no_fire, smoke)
%
% 6. Missing Attribute Values: None
%
% 7. Class Distribution: (class value 0 as "no_fire", 1 is interpreted as "fire"
%    and value 2 as "smoke" )
%    Class Value  Number of instances
%    0            
%    1            
%    2
%
@relation fire-detection 
@attribute meanr numeric
@attribute meang numeric
@attribute meanb numeric
@attribute std-devr numeric
@attribute std-devg numeric
@attribute std-devb numeric
@attribute energy numeric
@attribute homogeneity numeric
@attribute contrast numeric
@attribute dissimilarity numeric
@attribute correlation numeric
@attribute 'class' {fire, no_fire, smoke}
@data
199.3772,131.7311,73.0167,40.3802,32.2119,23.5147,0.1736,0.524,2.6202,1.2132,0.6549,fire
184.4744,108.5572,48.0983,50.1297,34.9772,20.7021,0.1643,0.5669,1.9909,1.0488,0.8092,fire
147.4906,123.2444,118.1972,24.4051,15.2589,12.6808,0.4225,0.9078,0.1939,0.1859,0.9165,smoke
56.1856,49.7294,30.6533,33.4748,31.9908,31.3584,0.3993,0.7253,1.7421,0.7239,0.7908,no_fire
217.2389,165.6667,97.7433,26.6044,44.5016,48.4641,0.1454,0.47,6.1848,1.7676,0.5092,fire
135.745,141.8828,150.4294,7.0109,13.5639,17.2408,0.5226,0.951,0.0981,0.0981,0.9295,smoke
188.5067,131.455,78.7367,19.6571,17.4175,24.7302,0.4368,0.8482,0.3158,0.3056,0.8175,fire
138.3011,122.9844,65.8222,41.2828,40.3737,34.5245,0.1231,0.3608,7.8061,2.1678,0.3866,no_fire
120.8906,43.3333,10.0017,69.2854,28.0182,11.4638,0.2745,0.6812,1.3033,0.7455,0.8585,fire
59.3667,50.7778,43.5322,4.3129,4.0162,3.7942,0.8265,0.962,0.076,0.076,0.6931,no_fire
117.0528,127.08,130.6439,19.3386,18.9668,19.4956,0.4157,0.8972,0.2098,0.2063,0.9293,smoke
107.9683,101.1189,92.2878,15.4856,14.6285,13.9586,0.3023,0.6521,1.0425,0.7534,0.4368,no_fire
36.5739,39.3706,32.9917,27.1231,27.0624,27.3408,0.456,0.8012,1.7897,0.5675,0.6976,no_fire
204.225,107.7483,11.2028,56.1895,55.4228,10.2584,0.1496,0.568,2.2149,1.0777,0.8784,fire
118.3361,61.1572,18.9478,37.2386,22.1549,16.1492,0.2296,0.5584,2.4178,1.1173,0.4474,fire
193.2028,128.7322,108.8067,56.386,20.5697,15.5762,0.322,0.8448,0.339,0.3152,0.9316,fire
168.8494,55.34,9.5633,12.6763,3.5286,2.7957,0.7325,0.9512,0.0975,0.0975,0.7465,fire
169.6706,100.1578,45.2928,46.2095,42.1578,28.3263,0.1191,0.4,5.9632,1.8781,0.559,fire
102.9494,114.6133,105.0772,9.9186,8.6321,9.8363,0.549,0.8731,0.3815,0.2749,0.5624,smoke
115.2539,101.6267,75.9344,15.6133,13.6992,11.6801,0.5227,0.9368,0.1304,0.127,0.9182,smoke
100.5306,126.3428,170.4967,7.221,5.1805,7.3567,0.7488,0.9586,0.0828,0.0828,0.7819,smoke
228.1122,102.1083,11.3878,21.1125,21.2797,8.5009,0.387,0.7926,1.0153,0.5085,0.6777,fire
224.6278,117.3133,59.1233,34.0253,35.3481,23.7689,0.1992,0.6,2.2551,1.0227,0.7293,fire
101.9672,85.6128,66.3122,31.2075,26.0013,22.8026,0.218,0.6347,1.4325,0.843,0.7482,no_fire
59.9506,63.9822,47.9744,15.5189,16.0601,13.0434,0.3347,0.7301,0.6854,0.5641,0.6684,no_fire
28.3311,62.4589,44.7656,17.5485,18.4066,15.0513,0.2838,0.6398,1.3005,0.8163,0.5036,no_fire
18.0761,30.3494,24.7356,9.457,9.036,9.2748,0.6712,0.9283,0.165,0.1468,0.792,no_fire
182.0611,179.26,186.2478,18.2538,20.6321,21.9169,0.3893,0.895,0.2183,0.2115,0.9354,smoke
117.4428,125.8344,7.1533,28.3199,29.8022,8.6477,0.2611,0.7621,0.63,0.5016,0.8956,no_fire
71.9539,72.1011,48.0333,13.523,12.8722,11.1502,0.3598,0.6893,0.8577,0.6604,0.3978,no_fire
249.5644,249.4956,249.3778,4.5643,4.7215,4.7517,0.9258,0.9898,0.0204,0.0204,0.851,smoke
197.2239,145.6817,100.0739,46.4086,54.9098,60.4344,0.1121,0.4547,5.2069,1.6593,0.7633,fire
196.0922,88.1517,21.8339,45.8967,42.3888,22.1242,0.2793,0.8334,0.3781,0.3407,0.9715,fire
216.4939,178.9289,134.8561,38.2021,62.864,65.7546,0.2641,0.7072,1.4076,0.7149,0.9438,fire
125.6244,83.1578,109.1622,19.9292,24.9187,29.3105,0.4601,0.9198,0.1604,0.1604,0.9639,smoke
110.985,107.5883,87.7728,25.1082,24.8142,23.6099,0.2044,0.5487,2.3509,1.1298,0.5176,no_fire
193.5833,167.2206,145.49,42.7976,29.509,22.0938,0.3302,0.7843,0.6995,0.4751,0.9074,smoke
163.0939,172.5283,173.6894,65.8462,61.3429,63.2117,0.1936,0.6589,4.0028,1.0969,0.8685,no_fire
119.5,118.5211,101.6928,27.8972,25.7906,23.7598,0.1984,0.5728,1.8917,1.0232,0.6541,no_fire
66.9011,54.66,59.7417,36.38,23.0697,13.5859,0.4059,0.9383,0.1247,0.1236,0.9746,smoke
184.0089,106.5144,59.6506,32.4535,25.1904,16.3225,0.272,0.755,0.6695,0.5198,0.864,fire
151.0567,151.8461,146.4194,39.9541,37.5834,32.7121,0.2463,0.7357,0.7415,0.5635,0.933,smoke
108.8939,86.5339,58.4511,22.8697,21.2998,18.4907,0.2552,0.6475,1.1276,0.7749,0.6964,no_fire
58.6472,50.2689,47.7189,18.9025,8.4193,6.6857,0.5061,0.8995,0.2024,0.2012,0.8144,smoke
166.7906,93.8372,77.5667,62.7205,37.5227,20.5726,0.1985,0.6532,1.7551,0.8617,0.8625,fire
101.7039,33.2444,9.8694,67.6228,34.1488,12.0397,0.4263,0.708,1.8968,0.7778,0.8155,fire
178.2156,100.4706,24.3122,63.0733,35.7608,17.6183,0.246,0.6952,1.6139,0.7557,0.8562,fire
153.3006,37.0917,8.9511,66.8957,24.5338,9.345,0.2092,0.6517,1.2914,0.7914,0.806,fire
35.6572,38.5917,28.3444,16.0115,16.2384,13.9374,0.3369,0.6965,0.8492,0.6474,0.6135,no_fire
203.7267,211.2933,226.2944,25.0918,25.6921,24.2232,0.4957,0.9189,0.1621,0.1621,0.9693,smoke
186.3383,110.7528,99.1422,48.6189,44.3947,29.369,0.2324,0.8071,0.462,0.3985,0.9679,fire
146.2283,133.4961,124.4161,19.7518,19.5071,21.6875,0.3515,0.8406,0.3486,0.3237,0.8842,smoke
50.6211,51.0711,41.0733,19.2068,20.6119,19.7319,0.2953,0.6974,0.8985,0.6536,0.7238,no_fire
177.4733,154.8389,134.7089,28.4846,15.9066,10.8301,0.4526,0.9226,0.1576,0.1553,0.9382,smoke
74.6344,62.2572,64.5883,13.1425,9.7425,9.0352,0.5857,0.9439,0.1122,0.1122,0.876,smoke
204.3722,131.6839,45.1289,52.7989,67.5374,29.5715,0.1842,0.714,0.9065,0.6264,0.9686,fire
156.1761,91.2672,55.8672,58.9927,27.4036,31.7919,0.2112,0.67,1.0811,0.7296,0.8408,fire
223.5722,119.82,25.33,26.8447,35.196,12.8129,0.1911,0.5962,1.8464,0.9745,0.7506,fire
182.8994,101.1206,41.1833,33.9739,33.3783,26.8002,0.188,0.507,3.5272,1.3617,0.5621,fire
183.6617,73.2344,20.9194,53.0981,40.1991,17.3304,0.1472,0.5341,2.4206,1.1712,0.8029,fire
70.1267,45.9867,41.5017,18.1818,7.0181,5.1035,0.6015,0.9501,0.0998,0.0998,0.8743,smoke
129.5433,113.6806,125.3756,56.8368,49.248,40.5155,0.1583,0.5615,2.7211,1.1508,0.8606,smoke
158.1006,150.0539,138.485,24.9107,21.4845,17.0082,0.5245,0.9253,0.1616,0.1514,0.9563,smoke
132.2061,127.8789,129.6539,36.3918,32.2896,24.5046,0.3302,0.9115,0.1797,0.1774,0.9775,smoke
114.3611,100.8417,85.3067,36.0497,35.9699,33.5757,0.1779,0.5993,1.623,0.9325,0.8409,no_fire
168.0678,167.2439,165.015,8.0588,11.8407,14.8253,0.58,0.9734,0.0533,0.0533,0.9552,smoke
197.0844,126.3533,48.7083,38.202,41.0011,23.1506,0.1758,0.6168,1.6927,0.915,0.8492,fire
141.9156,129.2317,116.115,19.3063,21.1964,19.8106,0.3853,0.9016,0.2239,0.2012,0.9392,smoke
188.9156,122.2556,17.4972,46.09,53.395,18.0108,0.1363,0.5367,3.7364,1.3192,0.7962,fire
96.0533,107.3267,104.2661,64.2267,58.2104,44.7461,0.2643,0.8456,0.3441,0.3146,0.9872,smoke
162.2028,124.4194,78.0589,43.67,36.952,24.0258,0.1525,0.4907,3.4566,1.3923,0.6721,no_fire
191.77,137.0911,77.7978,33.642,36.2485,15.1467,0.3485,0.9238,0.1525,0.1525,0.9834,smoke
31.9844,63.3317,43.8728,17.9462,19.1815,11.7935,0.3558,0.7707,0.5646,0.4762,0.7841,no_fire
21.2156,53.0722,14.8883,24.5371,27.4686,17.9398,0.2426,0.5956,2.2016,1.0175,0.5833,no_fire
201.8033,82.4422,17.9528,39.5153,22.4966,14.3967,0.288,0.685,1.7251,0.7942,0.6445,fire
87.8156,78.83,43.9078,27.8848,27.2455,23.6208,0.2069,0.5669,1.9212,1.0391,0.6698,no_fire
174.4872,114.435,83.1478,20.5,10.3108,4.6133,0.701,0.9656,0.0782,0.0703,0.9232,smoke
59.5178,67.7511,24.8389,8.5105,8.3429,8.9921,0.5345,0.8675,0.2772,0.267,0.5981,no_fire
105.97,105.5783,119.1672,16.5861,17.2282,16.752,0.4635,0.9433,0.1134,0.1134,0.9517,smoke
241.9422,126.3978,42.9739,18.2083,21.8118,25.3047,0.3682,0.8265,0.381,0.3526,0.8658,fire
162.2767,126.9461,101.0006,31.1198,18.022,7.5877,0.4674,0.9289,0.1423,0.1423,0.9514,smoke
59.1339,70.2278,63.5111,35.443,34.3695,38.4088,0.1649,0.4679,4.7642,1.5862,0.4975,no_fire
84.0933,110.3578,104.9478,34.0557,35.3948,30.2711,0.1599,0.546,2.3923,1.1406,0.7461,no_fire
67.4339,63.5083,65.8389,13.2451,14.0125,15.8269,0.3479,0.692,1.0964,0.6939,0.3558,no_fire
132.8522,126.7144,119.0489,9.1571,8.4564,7.2182,0.634,0.9487,0.1026,0.1026,0.8573,smoke
122.8494,45.7189,28.5061,49.6708,24.7592,15.3161,0.2327,0.7083,0.8214,0.623,0.8763,fire
195.8922,196.2794,205.9428,10.1902,10.134,9.7652,0.7496,0.9621,0.0839,0.0771,0.8776,smoke
136.2056,140.19,136.6622,22.0316,23.4833,25.4906,0.4147,0.9048,0.2245,0.1961,0.9464,smoke
160.7667,110.6767,87.9839,70.6013,32.8914,22.4389,0.2016,0.6293,2.0368,0.9382,0.8253,fire
130.5778,126.7578,74.1811,25.3298,26.174,23.4268,0.2369,0.6011,2.0584,0.9881,0.6065,no_fire
103.565,45.4022,14.1361,34.4687,22.8837,14.005,0.3239,0.6725,1.5232,0.7863,0.6715,fire
71.4067,33.1017,27.2606,66.5621,40.2618,30.4301,0.3475,0.6192,3.8651,1.1769,0.7536,fire
218.5211,210.4661,199.6428,10.3892,8.9197,9.8606,0.7218,0.981,0.038,0.038,0.9459,smoke
187.9556,115.24,68.1194,44.7773,32.7396,28.4791,0.201,0.6356,1.5272,0.8571,0.8214,fire
149.3717,131.3217,97.3389,19.9363,20.7301,17.8531,0.4253,0.9595,0.0811,0.0811,0.9751,smoke
176.2367,68.2217,12.9356,53.5395,44.4408,22.1312,0.1982,0.6129,2.5391,1.0334,0.8139,fire
200.8067,160.0139,120.5478,34.4229,24.8188,11.633,0.3759,0.9073,0.1854,0.1854,0.9657,smoke
95.2383,92.4672,81.9706,28.8469,26.9993,27.0859,0.1898,0.5611,2.2211,1.0896,0.6232,no_fire
210.8711,97.7917,11.9983,38.1028,34.7097,9.023,0.2671,0.7642,0.6548,0.5017,0.9246,fire
138.7411,56.6822,39.3972,46.2489,14.0377,7.0328,0.4298,0.8961,0.2268,0.2109,0.9291,fire
78.7811,91.1822,97.7844,27.9773,19.1323,17.3858,0.4574,0.861,0.5471,0.3192,0.8324,smoke
204.9783,166.5411,125.775,41.5582,37.9232,32.8243,0.3211,0.8954,0.2092,0.2092,0.9817,smoke
138.1122,103.055,76.1967,22.2971,18.0382,14.5652,0.4261,0.9306,0.1389,0.1389,0.9456,smoke
191.2394,90.8806,45.1378,49.1132,36.1286,16.9874,0.2208,0.6505,1.4756,0.8203,0.8399,fire
94.7439,78.8589,80.5717,15.3881,13.3757,16.2264,0.5391,0.9637,0.0726,0.0726,0.954,smoke
146.6183,136.6944,116.7522,20.1122,16.8325,20.2956,0.4195,0.8268,0.4456,0.3628,0.8318,smoke
177.2061,143.4539,123.0156,13.0568,13.3257,9.316,0.5177,0.9283,0.1434,0.1434,0.9022,smoke
98.9117,87.7044,90.8906,17.8788,23.5292,27.6469,0.3832,0.9141,0.2273,0.1808,0.9403,smoke
179.0444,110.5017,75.8661,17.3768,6.6013,5.9781,0.737,0.9748,0.0505,0.0505,0.8948,smoke
165.7939,117.5422,71.8839,77.1676,78.9657,51.6089,0.1741,0.7171,1.2999,0.6729,0.9707,fire
111.1711,121.62,112.8361,44.6729,49.6662,55.0709,0.1197,0.4254,5.4229,1.7619,0.7068,no_fire
213.0633,110.3794,50.2806,38.3983,33.4631,21.0145,0.1852,0.5664,3.0816,1.1803,0.626,fire
82.6683,68.1672,49.0628,30.6451,23.3442,19.0004,0.232,0.6588,1.1241,0.7557,0.7643,no_fire
137.4006,134.5983,145.7917,38.4559,34.2047,31.5562,0.3088,0.8344,0.5697,0.3668,0.9394,smoke
109.3761,47.0106,20.4306,68.1398,38.8199,16.9524,0.2428,0.6613,1.7937,0.8469,0.8712,fire
120.0678,72.4694,29.6506,92.7739,58.3089,23.5295,0.1832,0.5856,4.0703,1.2483,0.8646,fire
110.1428,52.3122,17.115,68.3059,40.4859,17.1099,0.2088,0.5847,3.1015,1.1627,0.7866,fire
21.0528,23.3206,13.7428,7.9984,7.8944,7.3027,0.6576,0.882,0.2455,0.2375,0.5781,no_fire
93.8994,48.5944,43.335,82.1423,43.4717,16.4407,0.3297,0.7143,1.4632,0.708,0.9124,fire
162.7217,157.1356,148.9661,20.206,18.6239,17.6103,0.5745,0.9309,0.4206,0.1803,0.8409,smoke
107.4361,93.3789,63.2272,27.7108,25.6043,18.4521,0.4022,0.8955,0.22,0.2109,0.9571,smoke
126.0439,89.7878,114.3322,13.0244,11.0755,11.0763,0.4368,0.8233,0.4065,0.3622,0.655,smoke
109.7928,120.6778,135.8156,50.8093,47.4178,44.4011,0.3857,0.8825,0.3248,0.25,0.9815,smoke
48.6017,72.4506,50.1117,17.651,18.5805,16.8843,0.2578,0.6331,1.318,0.8305,0.5205,no_fire
102.0256,60.2778,34.6056,60.1365,36.0867,20.7864,0.2196,0.6441,1.7279,0.8685,0.8562,fire
206.2911,193.36,148.215,16.3438,10.0973,12.5031,0.5877,0.9341,0.1332,0.1321,0.8562,smoke
130.9344,126.1061,121.1722,47.5654,46.8009,46.7856,0.1836,0.7166,0.9762,0.6327,0.9428,smoke
127.1406,125.8672,129.2961,29.5163,27.1989,24.2292,0.3221,0.8912,0.2217,0.2183,0.9635,smoke
77.7694,51.485,55.1306,10.7105,6.3873,6.0007,0.6429,0.9617,0.0765,0.0765,0.8935,smoke
202.4433,145.6917,52.2233,43.8779,29.3304,30.0798,0.2054,0.6006,1.9552,0.9847,0.73,fire
105.495,57.6583,51.54,45.8408,16.0068,16.5829,0.3956,0.8528,0.3827,0.309,0.8834,fire
136.365,125.1567,126.8528,17.2723,11.4073,13.5968,0.5252,0.9171,0.178,0.1678,0.8706,smoke
190.5506,202.3261,185.4456,61.7689,58.2615,70.7872,0.2887,0.7972,0.5198,0.4246,0.9815,smoke
217.2667,81.9389,27.7133,34.8463,22.1644,19.639,0.2482,0.6589,1.432,0.8027,0.6712,fire
163.5517,154.7939,144.2306,47.2222,49.4091,48.0977,0.2205,0.775,0.6667,0.4853,0.9647,smoke
153.1517,156.7706,157.6472,24.9238,25.742,26.442,0.4082,0.9354,0.1293,0.1293,0.9756,smoke
81.0778,62.2372,39.3917,19.6663,17.4607,12.0184,0.3209,0.7755,0.5306,0.4626,0.788,no_fire
138.3667,164.845,54.3517,56.3187,65.5278,35.2397,0.1067,0.4036,8.4801,2.1111,0.7053,no_fire
215.5011,214.9694,211.4528,14.4158,9.9548,7.0698,0.5744,0.9646,0.0709,0.0709,0.9361,smoke
63.6444,67.35,53.8194,14.5988,12.8667,12.4086,0.3908,0.776,0.5283,0.4615,0.6449,no_fire
107.175,83.6317,73.5694,65.5485,55.3085,35.3253,0.282,0.8259,0.4393,0.3634,0.9822,smoke
80.96,70.4356,55.2783,31.1032,24.9133,19.9303,0.2358,0.6695,1.1293,0.7381,0.7864,no_fire
109.0939,91.755,116.86,8.7668,5.205,9.2988,0.7287,0.9714,0.0573,0.0573,0.8621,smoke
176.7567,101.645,35.8217,56.0473,57.4464,20.332,0.204,0.7711,1.7149,0.6253,0.9225,fire
211.0139,149.5906,61.2833,52.6451,54.9027,34.0953,0.1846,0.6782,1.1298,0.7228,0.9435,fire
165.355,111.8233,66.5294,70.5712,72.7364,50.2917,0.0863,0.3324,12.7579,2.708,0.6666,fire
151.9756,170.2461,44.0461,50.9778,53.2551,27.0828,0.1543,0.5413,4.0675,1.3506,0.794,no_fire
163.6372,102.5889,56.4806,82.2668,58.5186,39.4098,0.1953,0.6529,2.1344,0.8906,0.9274,fire
217.4239,141.5928,37.2133,45.5368,54.2731,29.9355,0.1347,0.4698,9.0425,1.9598,0.4664,fire
214.8606,129.3433,39.6439,50.3463,39.4068,34.7237,0.2677,0.7119,1.0686,0.6548,0.9093,fire
226.73,224.8744,209.1772,36.284,27.9292,43.0574,0.4261,0.8974,0.216,0.2069,0.9587,smoke
124.6483,95.6394,69.1061,69.2122,62.137,37.4328,0.2239,0.6171,2.6706,1.03,0.9079,fire
130.93,179.5311,46.7244,15.3865,16.6677,15.9103,0.4105,0.8466,0.3829,0.3195,0.8223,no_fire
184.1928,90.4267,31.5583,69.4589,36.4463,20.8267,0.2174,0.7328,1.0023,0.6054,0.9224,fire
181.7956,78.9372,37.5917,70.3273,28.9824,15.0476,0.2116,0.7018,1.0437,0.6684,0.8875,fire
79.7039,85.8222,91.6456,48.0105,46.8454,45.7456,0.3737,0.7942,1.729,0.5748,0.8866,smoke
115.9161,46.0594,12.7883,57.3261,31.7958,15.1447,0.2119,0.5784,2.4473,1.089,0.7456,fire
113.5428,72.5961,41.4861,32.7172,18.426,8.5929,0.4126,0.9135,0.1729,0.1729,0.947,smoke
217.3,225.3378,234.5856,20.7833,21.1454,20.4903,0.6332,0.9105,0.2347,0.1882,0.9299,smoke
169.6439,89.4039,76.7944,44.3161,17.9847,12.6241,0.3785,0.8299,0.4042,0.3509,0.8908,fire
44.4478,62.9222,57.2867,23.9412,26.0699,24.0701,0.2083,0.6155,1.4637,0.8821,0.7166,no_fire
188.3706,132.9706,70.3156,46.7809,47.5957,41.3765,0.183,0.6342,1.4666,0.8509,0.9133,fire
67.6711,37.1717,24.6517,64.2886,43.34,33.8229,0.3124,0.6587,2.7885,0.9643,0.8259,fire
186.8028,121.9733,56.8778,56.3647,67.3075,32.093,0.1694,0.6506,1.3872,0.809,0.9527,fire
186.5556,188.3122,192.3889,5.6217,10.0167,13.2554,0.7189,0.9787,0.0425,0.0425,0.9415,smoke
200.1278,205.2828,211.5733,16.0637,12.9962,10.6364,0.5438,0.9328,0.1344,0.1344,0.9074,smoke
154.6433,155.4478,148.4878,24.3662,20.6447,16.7418,0.3926,0.9227,0.1559,0.1548,0.9564,smoke
195.6911,175.0028,153.2144,27.9433,31.5219,34.0341,0.3512,0.9359,0.1281,0.1281,0.9831,smoke
176.42,175.925,172.1639,13.1017,9.8777,10.3404,0.6479,0.9649,0.0703,0.0703,0.9165,smoke
109.7528,115.0617,99.0283,21.6356,21.2485,26.2677,0.3239,0.6926,1.792,0.7954,0.4693,smoke
160.7917,147.9272,62.1439,31.465,32.3563,33.9138,0.1739,0.5059,3.1888,1.318,0.5974,no_fire
115.8828,93.1839,84.9117,56.3762,52.9742,56.737,0.1682,0.4944,4.9178,1.5573,0.7753,no_fire
174.385,96.1789,20.3639,57.4252,36.7146,17.7242,0.1668,0.577,2.4359,1.0958,0.7824,fire
81.2628,129.3583,42.0767,41.2354,49.4383,27.2108,0.1253,0.4672,4.2232,1.5411,0.741,no_fire
140.1072,136.9028,145.2639,12.0472,17.1828,17.4329,0.5488,0.9688,0.0624,0.0624,0.967,smoke
26.9061,45.0283,49.8456,9.981,12.2262,9.4561,0.4602,0.8836,0.2409,0.2341,0.813,no_fire
129.755,51.4028,29.8578,58.0003,17.4319,15.4157,0.4367,0.9086,0.1842,0.1831,0.9559,fire
152.725,89.985,23.06,86.3932,80.4561,24.2994,0.1556,0.5173,4.1684,1.4201,0.9068,fire
76.1394,98.6311,128.7294,22.1118,21.1838,22.6461,0.4282,0.787,0.7511,0.479,0.8011,smoke
76.1589,87.38,73.8222,15.691,16.4874,13.1244,0.3028,0.7059,0.8549,0.6327,0.6073,no_fire
163.4411,98.7056,21.2144,72.2581,48.4016,15.8256,0.1162,0.4004,6.6638,1.9359,0.6237,fire
182.9239,122.0611,97.7822,22.2695,16.984,11.3407,0.5143,0.9603,0.0794,0.0794,0.9685,smoke
66.49,130.9728,45.6389,23.2876,28.5238,21.1774,0.2012,0.5394,2.9691,1.2253,0.4506,no_fire
155.2256,97.4256,52.495,25.0943,15.5407,17.7888,0.4651,0.923,0.1621,0.1553,0.9292,smoke
248.1322,158.5944,65.3772,10.706,30.3604,23.8871,0.4414,0.9495,0.1009,0.1009,0.9768,fire
130.1556,103.1394,92.94,49.3383,27.8389,33.2159,0.2005,0.602,1.8696,0.966,0.7457,fire
146.0583,118.955,101.1089,24.0876,26.3193,26.1004,0.3588,0.9082,0.1876,0.1842,0.9643,smoke
116.5939,111.8183,111.0894,27.7704,31.6263,33.3862,0.3074,0.8734,0.2574,0.254,0.9664,smoke
145.8333,154.005,158.2906,23.1714,11.8154,10.5576,0.52,0.929,0.1434,0.1423,0.9099,smoke
123.3056,137.6539,44.4911,51.7684,53.2357,43.149,0.099,0.3372,10.5972,2.445,0.4996,no_fire
169.6633,60.1917,31.0756,43.921,16.0342,13.2903,0.2674,0.6962,0.9218,0.6599,0.7161,fire
175.1522,176.28,152.6522,27.6826,27.7124,38.1664,0.3031,0.8783,0.246,0.2438,0.9625,smoke
110.355,89.3178,82.9694,30.2392,24.8013,15.1066,0.3381,0.8739,0.2727,0.2557,0.9476,smoke
139.5811,119.7528,48.3744,27.9157,26.9335,31.0673,0.1794,0.4936,2.8968,1.3107,0.4814,no_fire
110.4967,129.7839,133.8828,48.0503,50.1708,57.5825,0.1078,0.4093,6.0499,1.8503,0.6957,no_fire
73.79,115.8161,57.2917,25.4961,25.1082,20.0046,0.2395,0.6386,1.3004,0.8169,0.7061,no_fire
125.4283,123.565,119.6361,28.5309,27.506,21.2772,0.4329,0.8682,0.2976,0.2693,0.9503,smoke
143.9811,113.2617,86.8983,54.471,55.5739,59.7763,0.298,0.8013,0.6848,0.4444,0.9709,smoke
154.3883,75.7767,15.7839,79.3128,52.2851,13.333,0.1728,0.6003,2.3356,1.0283,0.897,fire
27.3728,42.795,53.025,11.3932,10.835,8.9201,0.4788,0.8235,0.4155,0.3634,0.6116,no_fire
164.7383,151.8683,150.585,11.5832,9.5295,8.5799,0.6034,0.9609,0.0782,0.0782,0.9069,smoke
107.1144,120.2456,35.0556,49.667,51.4274,35.1837,0.0977,0.3254,11.25,2.5977,0.4222,no_fire
160.2967,154.1606,87.0183,27.5637,26.7217,29.4979,0.1889,0.4805,3.6121,1.428,0.3355,no_fire
108.4317,101.0383,113.5294,12.5145,12.1382,11.4938,0.5494,0.97,0.0601,0.0601,0.958,smoke
191.0761,177.9011,157.235,14.2299,14.7736,14.8512,0.5064,0.9308,0.1383,0.1383,0.9217,smoke
101.18,93.3806,34.4917,24.3216,24.8803,19.8662,0.2442,0.6279,1.5017,0.8668,0.6651,no_fire
235.9328,117.8878,11.685,36.6832,26.3599,12.7063,0.3799,0.7686,1.5624,0.6145,0.7108,fire
100.8106,83.2872,80.0989,13.2159,11.448,9.4858,0.6694,0.9306,0.1389,0.1389,0.871,smoke
113.1889,110.4533,89.3078,32.9671,32.0193,32.522,0.1857,0.5883,2.0794,1.0147,0.742,no_fire
112.8872,116.2806,74.6133,33.3121,32.4032,24.8703,0.1874,0.6078,1.6015,0.9167,0.7993,no_fire
140.7728,74.2011,29.9394,89.148,51.1746,18.561,0.1476,0.5203,7.0686,1.7103,0.6841,fire
99.5128,92.9467,90.3372,14.3062,13.1228,14.9313,0.4567,0.8825,0.2404,0.2358,0.8396,smoke
123.2744,78.9411,46.345,36.4197,34.7046,28.7708,0.4416,0.9151,0.1848,0.1723,0.9796,smoke
180.3789,154.6628,106.405,49.3596,45.0134,38.2438,0.1869,0.665,1.1565,0.7494,0.926,no_fire
93.495,94.5072,86.3617,36.6543,34.1755,35.1178,0.2349,0.6416,1.534,0.8469,0.8398,no_fire
122.4772,43.3122,9.7444,79.4841,43.9815,14.4186,0.3992,0.6998,2.127,0.8152,0.8728,fire
204.7328,173.5272,131.315,16.2888,17.3552,20.8007,0.4347,0.9067,0.1865,0.1865,0.9215,smoke
142.5311,66.22,17.8928,69.2995,60.4283,22.2252,0.1512,0.5255,4.8923,1.4705,0.8153,fire
163.1683,121.1422,152.135,19.9109,21.8588,24.0507,0.4714,0.9359,0.1281,0.1281,0.9635,smoke
114.1272,63.6839,42.0939,52.9136,20.5062,21.9232,0.2837,0.7321,0.7925,0.5782,0.8428,fire
216.8322,108.3689,18.1356,38.3712,50.6305,28.9544,0.1366,0.4872,4.8407,1.5368,0.6746,fire
181.4744,80.5917,12.5656,77.9329,43.3511,10.7641,0.1871,0.639,1.619,0.8639,0.906,fire
240.2144,237.0539,227.9944,4.3544,5.0357,4.5674,0.7368,0.9932,0.0136,0.0136,0.9694,smoke
119.4239,130.4078,5.9439,28.4396,31.5048,6.793,0.2755,0.8247,0.3947,0.3579,0.9398,no_fire
95.6983,80.9572,50.4483,21.598,19.081,18.2918,0.3338,0.7334,0.7744,0.5726,0.7564,no_fire
184.5933,80.9083,39.9172,77.3707,47.6208,15.4991,0.2427,0.8367,0.8141,0.4002,0.9573,fire
89.4306,77.7289,85.3761,35.289,28.7669,21.5921,0.3319,0.8507,0.3475,0.3067,0.9496,smoke
115.8406,61.4117,44.6133,59.4019,25.21,12.7426,0.2781,0.8147,0.4671,0.3866,0.9383,fire
