% 1. Title: Fire Detection 
% 2. Relevant Information:
%
%	 This data is about texture and distribution of colors in images from 
%	 fire in coniferous forest taken in day.
%
%      This data set includes WRITE-NUMBER!!! instances of the class "fire" 
%      and WRITE-NUMBER!!! instances of "nofire" class, and WRITE-NUMBER!!! instances of "smoke" class 
%      The instances are described by 12 attributes.
%  
% 
% 3. Number of Instances: WRITE NUMBER!!!!!!!
% 
% 4. Number of Attributes: 11  + the class attribute
% 
% 5. For Each Attribute:
%   1. Average value of red color (numeric)
%   2. Average value of green color (numeric)
%   3. Average value of blue color (numeric)
%   4. Standard Deviation value of red color (numeric)
%   5. Standard Deviation value of green color (numeric)
%   6. Standard Deviation value of blue color (numeric)
%   7. Energy value of the picture converted to gray-scale (numeric)
%   8. Homogeneity value of the picture converted to gray-scale (numeric)
%   9. Contrast value of the picture converted to gray-scale (numeric)
%   10. Dissimilarity value of the picture converted to gray-scale (numeric)
%   11. Correlation value of the picture converted to gray-scale (numeric)
%   12. Class variable (fire, no_fire, smoke)
%
% 6. Missing Attribute Values: None
%
% 7. Class Distribution: (class value 0 as "no_fire", 1 is interpreted as "fire"
%    and value 2 as "smoke" )
%    Class Value  Number of instances
%    0            
%    1            
%    2
%
@relation fire-detection 
@attribute meanr numeric
@attribute meang numeric
@attribute meanb numeric
@attribute std-devr numeric
@attribute std-devg numeric
@attribute std-devb numeric
@attribute energy numeric
@attribute homogeneity numeric
@attribute contrast numeric
@attribute dissimilarity numeric
@attribute correlation numeric
@attribute 'class' {fire, no_fire, smoke}
@data
145.2672,140.6239,137.9672,10.2293,8.4044,9.8816,0.6424,0.9819,0.0363,0.0363,0.9513,smoke
80.1433,71.7122,5.8083,22.446,25.9939,7.7876,0.3483,0.7718,0.7011,0.4958,0.8486,no_fire
104.3889,87.1244,62.9028,25.6828,14.929,11.4435,0.355,0.7721,0.5743,0.4756,0.7542,no_fire
101.4517,76.6517,63.4383,37.1955,32.3221,29.3675,0.1861,0.5993,1.7664,0.9569,0.7936,no_fire
96.2394,81.1522,59.3561,35.8557,28.6856,24.4808,0.197,0.6002,1.7358,0.9478,0.749,no_fire
202.7117,193.2456,176.4622,16.0886,17.7867,19.2041,0.4296,0.9348,0.1304,0.1304,0.9504,smoke
72.6883,38.2672,7.3789,66.8936,37.2822,7.0339,0.4319,0.8809,0.2885,0.2466,0.9766,fire
114.3683,45.0044,10.3106,97.5715,55.9351,13.111,0.341,0.6246,4.0249,1.195,0.849,fire
194.3361,176.6511,143.1128,45.9701,53.3191,63.5212,0.2568,0.8813,0.2455,0.2387,0.9882,smoke
165.6422,154.0844,130.0883,41.9514,39.065,37.4737,0.2464,0.7834,0.6769,0.4728,0.9449,smoke
165.68,154.3278,154.3656,5.7499,5.2393,5.4563,0.6803,0.9697,0.0607,0.0607,0.8876,smoke
205.0617,109.6417,79.4683,32.7388,12.6009,15.2314,0.3538,0.7769,0.5414,0.462,0.7079,fire
221.4006,149.4689,51.1872,35.9446,50.1902,29.6756,0.1442,0.5258,3.4473,1.3078,0.7744,fire
124.9567,133.8367,90.82,49.4918,50.135,37.2219,0.274,0.7898,0.5913,0.4484,0.9691,no_fire
104.5028,117.7122,44.3644,40.3928,46.0161,25.1254,0.1474,0.5678,2.2078,1.0761,0.8471,no_fire
104.8089,109.9739,121.1272,49.17,50.8661,48.2755,0.2125,0.7793,0.6094,0.4677,0.9687,smoke
209.6617,97.9711,2.3172,31.9795,20.336,2.7123,0.3859,0.9297,0.1406,0.1406,0.9611,fire
104.5161,79.7872,66.8322,43.9488,36.4206,32.4943,0.1687,0.5343,2.8469,1.212,0.7442,no_fire
114.2789,49.44,21.7517,69.337,41.9737,23.3729,0.1698,0.5556,3.445,1.2432,0.7831,fire
42.0917,54.2378,30.8739,21.2105,24.8143,17.2319,0.249,0.6805,1.1003,0.7149,0.7586,no_fire
176.1867,107.5233,79.6306,47.0588,29.5717,30.1852,0.2399,0.6721,1.3611,0.7693,0.756,fire
161.5017,93.6989,61.1128,41.8891,33.2582,25.2831,0.2072,0.5735,3.8027,1.2698,0.578,fire
145.2217,65.0456,36.1539,73.5019,40.7775,21.9866,0.1778,0.677,1.1678,0.7302,0.9273,fire
113.2656,129.8661,51.8039,56.2494,54.2308,51.1275,0.096,0.33,12.1903,2.6358,0.4727,no_fire
83.5178,75.0844,24.9594,24.9047,15.75,11.6143,0.3788,0.7864,0.555,0.4484,0.7376,no_fire
34.2983,29.4794,13.0806,13.7456,13.8234,10.2107,0.3808,0.7609,0.6224,0.5023,0.6017,no_fire
84.9761,62.6933,37.405,9.1033,6.9705,5.1982,0.6372,0.9736,0.0527,0.0527,0.9298,smoke
122.415,69.0589,35.0617,46.3196,44.0609,30.2597,0.1859,0.6057,4.3067,1.2523,0.7017,fire
148.8367,151.7828,156.1478,15.968,25.9819,34.9928,0.3815,0.9189,0.1621,0.1621,0.9656,smoke
190.4244,76.0539,14.7672,35.7283,29.805,16.4534,0.333,0.8118,0.4649,0.3912,0.9329,fire
18.6878,20.2294,9.5367,9.751,8.3839,5.8447,0.5411,0.8946,0.2177,0.212,0.7258,no_fire
35.3733,36.7694,24.1894,12.3959,12.6539,11.7458,0.3357,0.6389,1.1207,0.7885,0.2204,no_fire
47.6161,74.9039,30.7133,41.0027,43.2519,32.818,0.1566,0.4626,6.1615,1.7387,0.5389,no_fire
148.3922,150.265,129.5156,39.5102,34.3171,28.9621,0.3758,0.7791,1.4365,0.5805,0.8466,smoke
153.5222,45.2683,13.6372,73.1344,40.4457,15.872,0.1945,0.6342,2.2063,0.9478,0.8518,fire
81.7394,83.9706,63.3056,12.2341,8.9032,12.6394,0.4457,0.7405,0.61,0.534,0.2679,no_fire
105.8928,99.2756,91.7511,33.472,36.4928,37.3621,0.2958,0.8768,0.2477,0.2466,0.9762,smoke
227.1289,229.51,232.44,15.0768,12.4043,7.5318,0.8293,0.9654,0.0692,0.0692,0.9322,smoke
49.01,30.7267,13.765,52.9017,23.6867,13.763,0.3305,0.7278,1.0522,0.6224,0.8236,no_fire
57.4617,71.5083,75.11,8.1161,8.7718,7.0561,0.5599,0.8528,0.3067,0.2965,0.5552,no_fire
96.8933,89.8233,71.9706,7.3068,7.054,5.4463,0.6672,0.9685,0.0629,0.0629,0.9027,smoke
209.4344,201.9556,193.3044,28.1389,21.2925,17.5838,0.3705,0.8963,0.2075,0.2075,0.9492,smoke
179.7311,122.3206,98.1517,45.7066,22.9728,60.2974,0.2983,0.8022,0.4841,0.4104,0.9083,fire
67.3422,66.3872,35.2889,35.7062,34.3997,35.9599,0.3114,0.6803,1.5204,0.7755,0.8354,no_fire
122.7167,125.42,122.9633,15.9814,16.4842,16.8809,0.4619,0.9252,0.1497,0.1497,0.934,smoke
132.6678,109.9189,108.4522,27.35,20.4152,19.1666,0.4375,0.8438,0.5754,0.3543,0.8321,smoke
29.955,41.6544,33.3444,11.6513,12.992,12.5547,0.395,0.7851,0.5074,0.4427,0.6318,no_fire
57.2578,98.5556,24.3294,16.5288,23.4365,11.5581,0.2769,0.7367,0.6479,0.5468,0.8174,no_fire
221.4306,194.8111,157.8517,9.3417,9.852,9.0054,0.6254,0.9688,0.089,0.0663,0.8929,smoke
115.4111,114.0778,113.2467,38.0743,36.6156,33.6571,0.2929,0.8922,0.2279,0.2177,0.9783,smoke
100.2156,100.8889,70.7111,28.1199,26.1339,25.5701,0.2189,0.5706,1.962,1.0357,0.6527,no_fire
131.05,115.505,116.6144,26.483,27.6162,28.8466,0.3035,0.8334,0.3617,0.3379,0.939,smoke
226.5089,216.2756,197.7522,12.9631,13.5064,16.1099,0.5638,0.9776,0.0448,0.0448,0.9699,smoke
46.2944,74.6017,55.7444,15.4561,16.1029,16.2305,0.2987,0.6687,1.0147,0.7211,0.5163,no_fire
106.3406,105.7272,104.4089,45.6028,42.0487,38.6386,0.271,0.8726,0.301,0.2625,0.9788,smoke
19.5344,30.0983,26.5844,6.4137,9.5263,8.3175,0.6289,0.9073,0.1922,0.1865,0.711,no_fire
190.6122,101.19,26.4594,49.4443,41.6638,19.6674,0.1563,0.5846,2.1542,1.034,0.8366,fire
129.23,129.2094,122.58,23.404,20.5677,17.8266,0.3845,0.9124,0.178,0.1757,0.9503,smoke
162.0028,151.9328,167.9256,42.5996,41.4222,31.985,0.2872,0.9334,0.1372,0.1338,0.9897,smoke
85.5728,133.0667,144.6394,14.3563,14.147,24.4108,0.438,0.8692,0.2766,0.2642,0.8323,smoke
144.74,162.3833,51.505,55.8191,55.9803,48.7961,0.0966,0.3589,9.7917,2.3431,0.5846,no_fire
120.6472,108.6878,102.9061,32.8149,34.2252,33.5232,0.2381,0.781,0.5833,0.462,0.9351,smoke
156.8194,101.5494,89.3667,37.5484,5.8241,10.6203,0.6618,0.9399,0.1202,0.1202,0.8724,fire
52.5922,61.58,5.0778,20.3532,23.8316,6.7429,0.4366,0.9381,0.1387,0.1262,0.9629,no_fire
119.3333,142.445,58.22,50.8847,52.5782,45.5239,0.126,0.4823,4.5051,1.5175,0.7778,no_fire
46.0361,46.0128,37.9161,36.0842,33.7472,30.6781,0.2026,0.5624,2.5306,1.1259,0.7141,no_fire
200.8033,186.3156,165.2861,21.4504,22.9308,24.3253,0.4321,0.9419,0.1162,0.1162,0.9734,smoke
161.9994,104.6889,97.835,55.4607,29.332,24.2467,0.2007,0.6282,1.7285,0.8985,0.7976,fire
137.6244,98.0544,66.7633,39.1728,30.2199,17.1001,0.358,0.7205,1.3679,0.6797,0.8093,fire
177.0861,163.4467,156.7783,71.2882,59.7758,40.8377,0.5082,0.8885,0.3793,0.2489,0.9868,smoke
102.2883,71.5794,55.3056,36.151,28.7927,25.1238,0.1981,0.5798,1.932,1.0159,0.7256,no_fire
27.3139,30.6978,28.8517,12.1958,12.9458,14.1226,0.4498,0.8275,0.394,0.3532,0.7278,no_fire
195.3378,154.7117,67.725,53.9653,65.0819,42.4741,0.154,0.5956,1.9133,0.9813,0.9324,fire
221.0189,88.9072,11.5644,53.1878,33.1751,8.9543,0.253,0.7083,1.2324,0.6871,0.8512,fire
169.7178,177.0267,180.7139,37.1397,33.2888,31.2751,0.3036,0.8797,0.8322,0.3141,0.9092,smoke
109.9617,94.6956,59.0911,32.3045,29.7362,22.6351,0.1874,0.5977,1.6304,0.9388,0.7667,no_fire
148.62,59.3894,32.8083,53.2729,30.1353,16.539,0.2077,0.679,1.1497,0.7245,0.8649,fire
62.3094,64.5822,55.9044,53.8911,54.3963,56.6445,0.1978,0.5363,5.2307,1.4348,0.769,no_fire
77.6894,71.36,25.7517,19.0022,17.2719,11.6596,0.3434,0.7739,0.5652,0.4711,0.7584,no_fire
182.5811,123.3306,79.6422,58.4648,46.9188,17.709,0.1826,0.681,1.3895,0.75,0.9148,fire
118.5856,56.9228,55.0394,57.1156,20.0389,9.9603,0.5246,0.9087,0.2302,0.1905,0.9489,fire
71.6139,72.9639,81.2861,11.2633,11.1816,14.7997,0.5457,0.9362,0.1276,0.1276,0.8866,smoke
143.1817,151.2067,158.0444,35.0206,39.3407,44.3019,0.2436,0.7917,0.5187,0.4337,0.9568,smoke
175.6761,178.9028,175.6056,55.7627,55.1487,59.9987,0.1347,0.4843,4.0952,1.4807,0.8319,no_fire
147.2717,143.7661,134.9344,13.9228,15.115,14.2796,0.4713,0.9368,0.1264,0.1264,0.932,smoke
135.7172,117.8017,63.0883,34.742,34.2229,31.7188,0.134,0.3505,7.4921,2.1689,0.1894,no_fire
157.6761,97.3328,82.7111,50.5818,30.4187,25.5096,0.2812,0.8534,0.3163,0.2971,0.9624,fire
112.2183,65.7117,26.5911,70.2118,62.9866,30.4299,0.2184,0.6553,2.4575,0.9473,0.9177,fire
140.9517,165.4089,168.6667,33.1146,37.0657,48.2584,0.2393,0.7871,0.517,0.441,0.951,smoke
208.1572,112.4789,26.0733,42.6113,57.6471,24.4078,0.2814,0.8546,0.322,0.2959,0.9844,fire
180.5311,101.8989,84.93,60.2263,71.1871,63.4358,0.1576,0.558,5.2523,1.4405,0.8459,fire
222.3389,151.1517,87.6661,29.5994,19.7974,8.8114,0.4235,0.9481,0.1037,0.1037,0.9688,smoke
91.9544,102.8389,51.7406,44.106,45.1047,40.4557,0.1129,0.3668,8.4234,2.196,0.458,no_fire
173.7283,93.9328,36.7433,68.1726,48.1732,23.7299,0.1499,0.5511,2.6525,1.1616,0.8514,fire
176.2339,142.8478,107.0528,32.116,30.4523,33.9338,0.2113,0.6859,0.9751,0.6859,0.8726,no_fire
119.1506,118.4628,129.0728,22.1584,19.3652,14.5498,0.4198,0.9274,0.1451,0.1451,0.9552,smoke
142.08,164.8172,218.9244,23.9328,23.604,19.0564,0.3561,0.8718,0.2659,0.2579,0.937,smoke
149.32,90.015,69.685,57.1014,32.6787,23.6576,0.1996,0.6089,1.9722,0.9711,0.786,fire
109.12,109.935,102.1211,10.789,9.4808,6.6713,0.5878,0.9544,0.0913,0.0913,0.899,smoke
182.2717,128.2394,74.0894,35.6247,42.7048,39.5944,0.1644,0.4701,6.6774,1.8078,0.4911,fire
140.3122,148.9444,159.5706,25.5423,35.2371,44.4578,0.3229,0.9206,0.1587,0.1587,0.982,smoke
93.6256,90.6561,74.345,21.9087,13.7774,18.6005,0.4557,0.7489,0.7018,0.534,0.6244,no_fire
160.4578,175.8428,68.6961,53.1514,56.0623,27.4313,0.3034,0.761,3.3844,0.7974,0.8509,no_fire
177.5039,127.3678,91.7267,58.2067,46.3526,39.6757,0.1507,0.5917,2.6542,1.0726,0.839,fire
48.7889,50.7578,38.6211,34.7799,19.5283,15.9736,0.3078,0.7631,0.5867,0.4926,0.8354,no_fire
174.9372,104.8117,35.8217,35.68,26.0893,15.2461,0.3044,0.78,0.538,0.4563,0.8969,fire
212.3833,111.0139,46.9344,36.7026,25.9017,14.6325,0.2529,0.7327,0.9002,0.5918,0.8308,fire
113.4078,119.7461,93.0644,41.9804,39.7593,43.139,0.1799,0.5156,3.0913,1.2874,0.7596,no_fire
152.4539,94.9139,62.3472,51.0144,35.9851,29.9543,0.1576,0.5275,2.7851,1.2239,0.7536,fire
185.8839,112.1356,94.4633,45.5813,20.5377,21.3552,0.3067,0.7803,0.7534,0.4904,0.8444,fire
163.4239,106.965,60.9194,55.8047,44.1005,26.2128,0.1926,0.5367,4.0272,1.3662,0.7321,fire
114.2939,136.1517,36.9606,31.3661,36.0924,15.0785,0.3947,0.83,1.3075,0.4639,0.8511,no_fire
191.2628,196.6439,196.6128,5.4461,8.4042,12.9581,0.741,0.9578,0.0845,0.0845,0.8387,smoke
173.8989,162.99,139.7839,20.114,22.6846,24.4024,0.3895,0.9114,0.1854,0.1786,0.9526,smoke
166.6461,103.9189,77.8661,56.4979,15.6061,23.9495,0.325,0.7877,0.4994,0.4371,0.82,fire
180.7117,158.5933,119.1183,81.5722,71.087,55.6537,0.2669,0.8627,0.3345,0.2846,0.9916,smoke
105.0594,122.415,32.0478,51.1383,51.7598,38.8227,0.1061,0.363,9.3519,2.2798,0.5351,no_fire
103.3872,101.5761,107.935,37.3095,37.6413,35.5504,0.3044,0.9025,0.195,0.195,0.9824,smoke
196.2389,157.5339,124.3867,50.9814,58.8246,68.8263,0.1333,0.4717,5.2217,1.6378,0.7958,fire
138.775,108.2572,78.6228,44.9747,44.4584,36.0836,0.2962,0.8782,0.2449,0.2438,0.9834,smoke
85.8917,38.1639,16.2828,75.6042,47.3438,18.3876,0.3227,0.6843,1.9325,0.8248,0.9036,fire
150.0467,112.9128,107.5506,52.2083,39.6359,44.1979,0.3323,0.7879,1.1451,0.5317,0.9165,smoke
156.1994,179.5494,87.125,33.7726,34.1241,30.3648,0.1436,0.444,4.3796,1.5977,0.5145,no_fire
127.9594,134.7839,145.15,37.1689,35.5146,30.8867,0.398,0.8841,0.2426,0.2336,0.9766,smoke
53.5328,38.5422,37.2122,15.2626,12.2562,11.8687,0.4206,0.8216,0.3963,0.3634,0.7204,no_fire
142.7106,96.4222,57.4122,88.56,66.1712,34.0694,0.2177,0.7386,0.9739,0.593,0.9725,fire
78.3128,73.8539,46.6956,39.1418,33.6782,32.0355,0.266,0.7326,0.8322,0.5839,0.9128,no_fire
67.5417,81.4956,49.1528,33.2305,35.5379,35.0175,0.2056,0.6119,1.4717,0.89,0.848,no_fire
235.1456,113.015,26.5956,22.372,31.2491,17.0872,0.2292,0.6372,1.4983,0.8509,0.7444,fire
159.9,108.5461,96.5783,62.4901,39.513,19.0631,0.2176,0.7068,1.2075,0.6814,0.9117,fire
163.7511,88.0044,64.2767,41.7071,22.4639,17.0668,0.3502,0.8595,0.3124,0.2863,0.9359,fire
195.7683,178.0811,132.1967,10.349,7.0653,10.8685,0.6587,0.9592,0.0816,0.0816,0.8563,smoke
166.2967,123.3239,81.3511,73.8839,76.2091,52.0698,0.0991,0.425,7.3673,1.9512,0.8261,fire
149.2011,62.895,19.745,53.96,38.7343,21.0384,0.1378,0.4564,4.5323,1.5913,0.6364,fire
85.8878,77.2,73.8478,20.2033,19.0448,16.711,0.437,0.9453,0.1094,0.1094,0.9631,smoke
105.0767,114.985,122.905,38.6778,39.9652,45.1103,0.2226,0.7759,0.5176,0.4598,0.9587,smoke
171.1056,186.065,202.8372,6.5592,10.1346,14.4975,0.5636,0.9617,0.0765,0.0765,0.9248,smoke
197.3217,127.1561,93.2828,37.8301,28.9398,34.9152,0.256,0.7452,0.6253,0.5289,0.9004,fire
75.6917,91.6444,96.1317,35.8351,35.5244,39.0199,0.2567,0.6825,1.2789,0.7392,0.8776,no_fire
116.6967,94.4017,68.2228,66.7979,59.6993,35.0251,0.3237,0.8535,0.3447,0.3016,0.9873,smoke
101.3522,97.6533,81.9906,24.0918,20.1612,26.9601,0.301,0.7286,0.856,0.5941,0.7625,no_fire
35.0878,36.0117,13.4094,8.6106,9.4635,6.2391,0.5512,0.8997,0.2007,0.2007,0.7377,no_fire
177.1844,175.7761,165.5178,21.366,18.6028,15.6462,0.4668,0.962,0.076,0.076,0.9743,smoke
124.0033,120.7744,115.6006,19.8955,16.0451,10.95,0.5256,0.9422,0.1156,0.1156,0.9478,smoke
129.1228,66.6122,38.7922,48.0808,19.4088,15.7188,0.2872,0.6816,1.3923,0.7551,0.6735,fire
35.7672,38.2294,25.4872,13.1655,13.6002,11.3681,0.4307,0.8179,0.4269,0.3747,0.7293,no_fire
216.3561,114.8072,52.2378,50.4513,37.1099,10.9275,0.2463,0.7618,0.6763,0.5096,0.9373,fire
137.8644,133.2761,133.5233,53.1818,55.9833,56.3227,0.3576,0.9017,0.2415,0.2041,0.9899,smoke
179.2244,190.255,97.0472,64.6573,62.2906,47.8992,0.2824,0.7206,3.4374,0.9003,0.8834,no_fire
147.1006,161.76,181.2844,16.4365,21.2201,22.5874,0.4078,0.9396,0.1207,0.1207,0.9638,smoke
153.7878,150.88,139.0422,12.9087,9.8869,7.8185,0.5986,0.9566,0.0867,0.0867,0.9091,smoke
109.7083,124.8006,46.5672,53.855,54.0767,44.67,0.0948,0.3168,11.6502,2.6173,0.4676,no_fire
160.0294,123.5678,84.4089,25.2215,21.7401,17.04,0.3781,0.8998,0.2018,0.2007,0.947,smoke
189.1528,115.9444,83.1533,50.8312,30.1159,23.0187,0.2103,0.6789,1.7256,0.8005,0.7984,fire
116.18,73.12,23.2244,35.0749,17.5312,17.2634,0.2725,0.6348,1.3413,0.8311,0.555,fire
137.1539,134.9028,124.6556,29.9788,25.9694,21.1883,0.3494,0.8978,0.2058,0.2046,0.9629,smoke
66.8494,84.5561,93.6844,21.3245,20.3419,22.493,0.336,0.8506,0.3356,0.305,0.9034,smoke
115.2167,90.2922,47.3511,36.1042,32.8839,25.0194,0.1872,0.6017,1.6746,0.9399,0.8034,no_fire
41.2717,56.8167,44.8722,19.5511,21.5512,20.0918,0.2482,0.6419,1.3963,0.8271,0.6108,no_fire
150.3589,60.3417,19.5728,41.331,30.3143,16.843,0.1864,0.6123,1.72,0.9252,0.7733,fire
210.0911,125.9806,36.1633,63.0025,57.1304,21.1204,0.1863,0.6045,3.7619,1.1939,0.832,fire
229.865,218.7956,208.9483,11.173,14.7079,17.2387,0.568,0.9546,0.0935,0.0913,0.9461,smoke
77.3622,142.5256,42.6289,31.8987,46.3558,22.4377,0.1571,0.5268,3.2099,1.2767,0.7476,no_fire
144.8522,137.9639,131.4372,10.8305,10.0249,9.3028,0.5896,0.9756,0.0516,0.0493,0.9588,smoke
107.7111,124.0683,101.2728,75.7022,76.0757,74.6096,0.0844,0.2903,22.0098,3.4964,0.5078,no_fire
161.9578,166.8478,166.8378,40.4563,42.524,44.9284,0.2273,0.7658,0.8418,0.53,0.9394,smoke
161.2017,143.7567,113.965,26.4807,25.1275,22.7167,0.3156,0.8453,0.3271,0.3124,0.9345,smoke
187.84,170.1456,140.1339,35.3539,30.3117,22.6769,0.3289,0.8948,0.22,0.212,0.9704,smoke
180.1878,160.9628,133.1167,14.5028,20.3122,11.663,0.6097,0.9586,0.0828,0.0828,0.967,smoke
86.66,68.9383,65.7233,21.3847,20.5702,20.6065,0.3831,0.9207,0.1599,0.1587,0.9548,smoke
67.8328,77.6033,85.625,12.0497,13.7277,14.0284,0.4837,0.9209,0.1678,0.1599,0.8895,smoke
87.1817,16.2278,6.7361,61.8729,15.9863,8.5239,0.317,0.6973,1.2534,0.708,0.7293,fire
197.3922,106.4789,76.68,22.433,17.0215,20.2813,0.3346,0.7351,0.7222,0.5612,0.6566,fire
175.8944,171.1239,158.5094,25.9695,28.2663,32.7358,0.3575,0.9179,0.1684,0.165,0.9732,smoke
140.9511,116.2161,108.5983,13.1278,13.6523,15.3084,0.5596,0.9209,0.161,0.1587,0.8939,smoke
148.8861,82.9394,35.2239,71.2143,40.4199,20.7619,0.1719,0.6269,1.7211,0.8923,0.887,fire
143.7783,149.1228,150.9561,24.9001,32.6025,38.2965,0.2958,0.8738,0.2579,0.2534,0.9662,smoke
50.5228,44.7711,21.6817,26.2296,22.7951,13.9786,0.2541,0.7046,0.924,0.6463,0.7719,no_fire
39.4739,44.2006,26.5778,20.4495,22.2316,20.1283,0.2549,0.6972,0.8736,0.6502,0.7618,no_fire
48.5444,52.5372,37.5833,20.0591,23.4237,18.6901,0.27,0.683,0.9518,0.6865,0.7584,no_fire
140.8628,134.4233,140.0339,19.7722,21.8084,22.7309,0.4289,0.9083,0.1956,0.1854,0.9485,smoke
164.6506,158.7272,134.71,52.8827,58.212,76.4023,0.1543,0.5753,3.3282,1.2069,0.8749,no_fire
170.8922,107.06,80.8283,58.9308,34.7861,32.7949,0.1711,0.5772,2.1304,1.0499,0.8135,fire
165.0406,126.735,105.0811,54.3444,33.4885,26.3331,0.1546,0.5311,2.6899,1.208,0.7358,fire
158.1644,119.2322,94.7694,52.5559,52.2965,43.2122,0.1568,0.5838,2.6066,1.0941,0.8692,fire
202.8522,122.6256,122.665,35.5492,15.2242,15.5575,0.3612,0.8332,0.3458,0.3356,0.8469,fire
46.61,46.4522,52.7811,3.8635,4.403,4.2643,0.6795,0.9765,0.0471,0.0471,0.9046,smoke
143.1883,89.5994,31.5156,67.3027,36.2469,22.4868,0.1405,0.429,5.7778,1.7744,0.4706,fire
125.6922,78.2133,55.4017,102.1563,80.7792,65.1319,0.3379,0.6657,3.8821,1.0896,0.9238,fire
151.6756,84.815,33.2033,79.0754,69.2609,36.2651,0.208,0.5775,4.3492,1.2857,0.8772,fire
203.6272,117.4811,56.4778,50.0202,42.4225,23.2227,0.147,0.4836,4.5204,1.5215,0.6699,fire
108.245,94.4811,80.0239,14.3007,15.4861,16.337,0.7112,0.9345,0.4093,0.1723,0.8081,smoke
60.0256,81.1406,70.3372,21.8962,22.6964,20.4651,0.2286,0.598,1.5913,0.9314,0.6085,no_fire
182.84,106.1239,69.2983,56.3553,23.7462,11.3706,0.2184,0.639,1.7012,0.8804,0.7315,fire
203.265,181.325,148.2694,6.6632,6.5161,6.2806,0.7398,0.9583,0.0862,0.0839,0.8182,smoke
141.5744,124.5572,107.8467,23.9881,24.1609,20.4938,0.3683,0.8719,0.2806,0.2602,0.9352,smoke
153.6817,91.1994,33.2872,77.8225,72.8781,32.0056,0.1177,0.4237,7.5368,1.9938,0.8021,fire
109.4833,99.63,97.5206,16.7931,12.0972,10.6071,0.5308,0.9498,0.1003,0.1003,0.9302,smoke
142.5406,132.8617,122.9817,10.1149,9.8,8.647,0.6209,0.9541,0.0918,0.0918,0.886,smoke
164.3422,132.0967,85.8678,73.1321,79.1743,57.1095,0.1049,0.4109,8.7766,2.1236,0.8042,fire
63.8356,54.3533,32.0739,18.1516,17.183,13.1909,0.3072,0.7379,0.682,0.5505,0.7191,no_fire
148.9272,89.3828,39.3206,58.621,55.2852,30.8464,0.1039,0.3966,7.1684,1.9892,0.6787,fire
92.7844,94.425,87.0178,41.6828,36.778,29.5584,0.3297,0.7466,2.8271,0.767,0.6946,smoke
155.8367,113.3933,100.8717,63.1534,42.6425,33.4463,0.2845,0.7737,1.093,0.5454,0.9348,fire
101.0339,98.7372,105.4017,15.3087,12.3087,12.0758,0.542,0.9598,0.0805,0.0805,0.945,smoke
109.6144,95.3594,44.8128,27.8135,18.5173,14.0107,0.3153,0.7238,0.8815,0.606,0.7081,no_fire
165.5106,98.2878,71.4328,47.3125,36.3615,30.5299,0.1741,0.5374,3.1825,1.2551,0.717,fire
125.5294,136.4594,63.1439,60.9157,64.0553,42.874,0.1206,0.5334,5.0852,1.4416,0.831,no_fire
29.6567,42.8506,37.4417,8.7827,9.3153,8.5821,0.5015,0.8255,0.3844,0.3549,0.532,no_fire
56.3456,69.6561,33.5189,11.2429,10.4472,9.6475,0.4951,0.8611,0.2846,0.2789,0.7123,no_fire
232.515,163.195,59.8478,26.1348,42.759,28.1344,0.1734,0.5532,2.9127,1.1939,0.738,fire
127.9206,127.795,141.0067,27.2194,28.3317,29.8645,0.3714,0.7586,1.3543,0.6151,0.7829,smoke
116.8283,104.8028,90.4339,20.1237,19.5774,17.3564,0.2412,0.5824,1.7409,0.9847,0.4432,no_fire
76.0922,42.9511,18.1656,14.4915,9.8054,9.7176,0.5926,0.9617,0.0765,0.0765,0.919,smoke
171.5233,200.3717,180.6189,47.9844,50.0977,49.7362,0.277,0.8292,0.6224,0.3855,0.9681,smoke
112.4456,151.2106,42.8817,33.4157,40.2275,23.8088,0.2403,0.7432,0.8951,0.5751,0.9199,no_fire
104.5694,52.6539,30.1933,54.3213,26.9491,22.0009,0.2496,0.7164,1.2466,0.6718,0.8261,fire
81.9828,105.0589,106.6289,15.2414,14.5327,13.2073,0.3336,0.7133,0.7829,0.6083,0.5505,no_fire
35.4378,36.3111,33.8439,19.5523,19.3208,20.075,0.2788,0.5953,2.1616,1.0142,0.2816,no_fire
90.9067,101.5422,106.8178,24.3307,15.0298,12.508,0.4273,0.8896,0.229,0.2222,0.9042,smoke
121.4067,122.7383,120.7628,16.8036,17.0118,15.2417,0.4072,0.8414,0.3702,0.326,0.8379,smoke
130.7067,81.6244,61.7706,43.7326,19.1909,13.9455,0.3358,0.7309,1.1876,0.6378,0.7139,fire
148.7278,92.8067,51.1306,69.3489,55.8609,32.157,0.1413,0.5213,4.2188,1.4093,0.8294,fire
77.1078,84.7128,91.4917,28.0464,22.2692,15.1984,0.4134,0.9255,0.1491,0.1491,0.9621,smoke
187.9072,101.3956,50.5406,38.3048,38.4255,22.1332,0.1846,0.5986,1.9138,0.9762,0.8091,fire
103.1611,108.8983,71.3639,32.8113,30.2792,18.9521,0.2169,0.6569,1.3237,0.7908,0.8154,no_fire
237.7539,88.5817,46.2422,17.624,31.9245,19.2976,0.254,0.7345,0.7228,0.5629,0.8687,fire
115.8411,118.3367,113.9467,46.7884,46.8517,45.814,0.2605,0.8118,0.4853,0.3946,0.9712,smoke
